date,streamflow_cfs
2010-05-22,3501.2070240309695
2010-05-23,3828.938640463647
2010-05-24,3592.6536839400264
2010-05-25,3709.0592756591686
2010-05-26,3865.2243248335994
2010-05-27,3973.347400737382
2010-05-28,3566.6769104973564
2010-05-29,3511.5672323677245
2010-05-30,3400.601923856819
2010-05-31,3907.304079859067
2010-06-01,2287.7405549913738
2010-06-02,1721.2188493610895
2010-06-03,1815.4998151716788
2010-06-04,1210.7325071415887
2010-06-05,1482.6444089946706
2010-06-06,1589.350941387118
2010-06-07,1138.154596829782
2010-06-08,1955.08632363565
2010-06-09,1073.369108582469
2010-06-10,1842.87220942061
2010-06-11,1056.757836131523
2010-06-12,1104.3181458897982
2010-06-13,1424.9209089917435
2010-06-14,1300.9673363362494
2010-06-15,1184.4691579763619
2010-06-16,1866.210274979996
2010-06-17,1029.4644418972948
2010-06-18,1211.779902116467
2010-06-19,1417.217675623146
2010-06-20,1310.6001534810919
2010-06-21,1087.8978080360796
2010-06-22,1085.5510401216864
2010-06-23,1478.2535511870199
2010-06-24,1489.1346017015335
2010-06-25,1275.9995238587462
2010-06-26,1010.1407383737062
2010-06-27,1048.3454283441483
2010-06-28,1159.1248273698682
2010-06-29,1187.1246236706304
2010-06-30,1309.4623728157228
2010-07-01,1089.1810984103968
2010-07-02,1391.8770144013915
2010-07-03,1378.7640021122868
2010-07-04,1576.368540844057
2010-07-05,1109.7731811830013
2010-07-06,1186.6389801979485
2010-07-07,1054.681374475124
2010-07-08,908.8360521789419
2010-07-09,1954.7553355476844
2010-07-10,1458.8971338959022
2010-07-11,1302.0813133928798
2010-07-12,1041.4166439449205
2010-07-13,853.9740108183611
2010-07-14,1348.180904119551
2010-07-15,982.7578725298077
2010-07-16,1129.337113095833
2010-07-17,877.2308911557166
2010-07-18,1061.6787806296072
2010-07-19,871.5956016306485
2010-07-20,870.4754198315887
2010-07-21,1033.3297120889877
2010-07-22,710.1296580205877
2010-07-23,706.2579091774126
2010-07-24,792.3796982367742
2010-07-25,885.5241126296987
2010-07-26,1203.8738399001318
2010-07-27,882.328934275662
2010-07-28,909.4227133416421
2010-07-29,837.3673656606115
2010-07-30,989.3123104439144
2010-07-31,720.071650925857
2010-08-01,856.4984854559507
2010-08-02,991.2344578598604
2010-08-03,930.3154974685561
2010-08-04,865.0426400868007
2010-08-05,860.9677487928686
2010-08-06,993.324729711002
2010-08-07,1762.791969472114
2010-08-08,672.0916209106093
2010-08-09,1772.055552207136
2010-08-10,651.7945740116921
2010-08-11,510.68364495362107
2010-08-12,688.5979407271667
2010-08-13,896.5454242365817
2010-08-14,1550.9091217029231
2010-08-15,605.3372155657262
2010-08-16,925.3229153810505
2010-08-17,537.5503142886557
2010-08-18,1501.22719979683
2010-08-19,1170.3198304041484
2010-08-20,650.8430452718877
2010-08-21,1238.281533021089
2010-08-22,718.0561126769401
2010-08-23,1173.9972141924748
2010-08-24,737.4404201151704
2010-08-25,743.1985419813864
2010-08-26,622.6497837774459
2010-08-27,909.0191660586319
2010-08-28,748.183194351785
2010-08-29,862.7210594496108
2010-08-30,446.99238681386475
2010-08-31,1153.179739917477
2010-09-01,1280.5112707280412
2010-09-02,724.7825706857336
2010-09-03,1555.3807968394817
2010-09-04,1375.7372127940043
2010-09-05,878.2290175915073
2010-09-06,1171.6048162248555
2010-09-07,1029.9005313041266
2010-09-08,392.6470036983867
2010-09-09,603.6822978050545
2010-09-10,887.1287060444503
2010-09-11,1284.571992625978
2010-09-12,415.1866390409283
2010-09-13,382.21316828789
2010-09-14,640.269521137546
2010-09-15,352.44658172110644
2010-09-16,627.2647039471381
2010-09-17,751.5332610523121
2010-09-18,457.1169650662064
2010-09-19,627.9157215233674
2010-09-20,954.5937048198155
2010-09-21,521.5989382542409
2010-09-22,473.562237043074
2010-09-23,611.1087230273624
2010-09-24,434.6737339800437
2010-09-25,1444.087847101769
2010-09-26,644.3239842035615
2010-09-27,484.486855101622
2010-09-28,692.3296562721334
2010-09-29,605.4410876150096
2010-09-30,579.5375128579819
2010-10-01,514.2642679271768
2010-10-02,505.7501970979955
2010-10-03,375.5217123214326
2010-10-04,1126.1618355125756
2010-10-05,806.6810581808825
2010-10-06,722.2240814846311
2010-10-07,604.1006257148927
2010-10-08,446.16392216491965
2010-10-09,478.50088637872227
2010-10-10,390.5191949681484
2010-10-11,500.18059196817603
2010-10-12,433.8292756504968
2010-10-13,1296.9952401950002
2010-10-14,929.2932450984481
2010-10-15,668.2702534730026
2010-10-16,473.42982950310466
2010-10-17,449.8059904530978
2010-10-18,607.947564394836
2010-10-19,958.159838696019
2010-10-20,413.57107992610355
2010-10-21,830.3272598226494
2010-10-22,524.4426774875915
2010-10-23,558.2945642853388
2010-10-24,684.8546170040926
2010-10-25,503.7498201951034
2010-10-26,621.1194921429219
2010-10-27,499.039339420381
2010-10-28,558.6988714586772
2010-10-29,926.0263012864955
2010-10-30,720.8398833465193
2010-10-31,932.7971569519232
2010-11-01,559.5467834813865
2010-11-02,877.5767867238819
2010-11-03,443.67406450407407
2010-11-04,729.312125944446
2010-11-05,915.1244836916949
2010-11-06,455.221695875673
2010-11-07,589.9930490134623
2010-11-08,749.1271622717707
2010-11-09,1075.2136223353025
2010-11-10,619.5794704493994
2010-11-11,909.3342422844048
2010-11-12,1286.5538108686792
2010-11-13,936.664762680263
2010-11-14,720.4952470834248
2010-11-15,881.4933541165205
2010-11-16,649.3667133569536
2010-11-17,811.2962958762696
2010-11-18,756.1117203714612
2010-11-19,896.0793834466082
2010-11-20,712.1305785531705
2010-11-21,926.7131894742126
2010-11-22,723.4978840582886
2010-11-23,1106.875376646145
2010-11-24,757.1271050269361
2010-11-25,543.4688282192528
2010-11-26,649.9671655087305
2010-11-27,860.2706037830299
2010-11-28,1509.934759700257
2010-11-29,1133.2421939490234
2010-11-30,570.3063472319737
2010-12-01,1832.958358751018
2010-12-02,2501.1371294819637
2010-12-03,2324.267511515467
2010-12-04,3152.8578753689585
2010-12-05,2073.6787433000814
2010-12-06,2027.2852154715401
2010-12-07,2244.4084242476783
2010-12-08,2140.5206365671943
2010-12-09,2619.184630471501
2010-12-10,2182.0309650789536
2010-12-11,2256.3748726857148
2010-12-12,2151.4115361970207
2010-12-13,2606.2592635894766
2010-12-14,2208.8153563198907
2010-12-15,2538.013051013201
2010-12-16,3201.66757895069
2010-12-17,2188.672762251835
2010-12-18,3049.0869238975947
2010-12-19,2597.2120716133627
2010-12-20,2330.519193045632
2010-12-21,2599.2653834663183
2010-12-22,2820.3570959527224
2010-12-23,2455.8902265866177
2010-12-24,2783.894321385428
2010-12-25,3276.1492715244776
2010-12-26,2582.7091969139797
2010-12-27,2527.9778600263826
2010-12-28,2718.080558613335
2010-12-29,2789.8857691406724
2010-12-30,3170.933922510138
2010-12-31,2787.7267784793303
2011-01-01,2760.6176380251136
2011-01-02,2685.947908300336
2011-01-03,2639.9947951247987
2011-01-04,2702.017197282497
2011-01-05,2727.1566327314295
2011-01-06,2925.246342516237
2011-01-07,2756.5550906348712
2011-01-08,3025.2881756287006
2011-01-09,3806.214895090153
2011-01-10,3473.7903970248008
2011-01-11,3050.7642261746723
2011-01-12,4344.478365763822
2011-01-13,3181.5166833292415
2011-01-14,3244.9078955060563
2011-01-15,3180.2053217003754
2011-01-16,3232.6128998748823
2011-01-17,3144.2241982298933
2011-01-18,3228.8164596372903
2011-01-19,3873.568771648234
2011-01-20,3775.639557624494
2011-01-21,3063.606895717453
2011-01-22,3140.21432681013
2011-01-23,3248.255159340047
2011-01-24,3739.8344617222338
2011-01-25,3906.622769736788
2011-01-26,3705.294626733048
2011-01-27,3290.456526261803
2011-01-28,3410.3031039306475
2011-01-29,3693.978322175001
2011-01-30,3515.25457290317
2011-01-31,3508.1535731190056
2011-02-01,3533.190301538908
2011-02-02,4037.7306276903078
2011-02-03,3839.2718016283466
2011-02-04,3609.1694349830886
2011-02-05,3795.5127926803457
2011-02-06,3494.9772510817206
2011-02-07,3627.945522030515
2011-02-08,4116.70142487931
2011-02-09,3523.91350677012
2011-02-10,3987.9573199488304
2011-02-11,3524.861333703488
2011-02-12,4502.33862282262
2011-02-13,3741.5171820918854
2011-02-14,3995.9942703715546
2011-02-15,3930.61882883287
2011-02-16,3958.55919275906
2011-02-17,4021.8413709443084
2011-02-18,3677.9318674987103
2011-02-19,4016.307996496652
2011-02-20,3941.5962532681424
2011-02-21,3882.3571837704
2011-02-22,3855.8997488280834
2011-02-23,4087.970981864205
2011-02-24,3855.899679627348
2011-02-25,4407.575499049203
2011-02-26,4217.048537949207
2011-02-27,4164.278409614091
2011-02-28,4431.062480799601
2011-03-01,3835.7508033869176
2011-03-02,3900.7292766452156
2011-03-03,4298.961458031782
2011-03-04,4004.4479441532553
2011-03-05,4036.518569203759
2011-03-06,3935.0221191489986
2011-03-07,3999.5492323450285
2011-03-08,4556.81620463348
2011-03-09,4358.608709477103
2011-03-10,4274.227993601356
2011-03-11,4106.013281539517
2011-03-12,4275.193958669505
2011-03-13,4644.8196524490295
2011-03-14,4108.928362799352
2011-03-15,4258.3497269001355
2011-03-16,4972.789596112536
2011-03-17,4499.763192551602
2011-03-18,4162.940074154142
2011-03-19,4481.878316025634
2011-03-20,4036.5423655482123
2011-03-21,4286.1686387583995
2011-03-22,4497.103122575913
2011-03-23,4422.245705033045
2011-03-24,4501.836745739316
2011-03-25,4586.4881384625905
2011-03-26,4457.669848885914
2011-03-27,4450.760595916289
2011-03-28,4385.759358182741
2011-03-29,4122.434160846978
2011-03-30,4684.713756994977
2011-03-31,4322.841874308726
2011-04-01,4542.05336699954
2011-04-02,4638.923666568922
2011-04-03,4216.424159216659
2011-04-04,4231.65930677217
2011-04-05,4256.691473660166
2011-04-06,4769.184453441142
2011-04-07,4144.419857658825
2011-04-08,4853.992610997175
2011-04-09,4373.605534427822
2011-04-10,4390.429639773263
2011-04-11,4599.057159256653
2011-04-12,4329.754002181075
2011-04-13,4660.847866655781
2011-04-14,4181.2298836384925
2011-04-15,4804.315827622221
2011-04-16,4183.405369758611
2011-04-17,4812.7435198423345
2011-04-18,4174.804696648634
2011-04-19,4196.841810747261
2011-04-20,4058.6337190891677
2011-04-21,4086.58736641785
2011-04-22,4230.47060495523
2011-04-23,4294.353194441319
2011-04-24,4544.752950049574
2011-04-25,4158.260348965615
2011-04-26,4308.894075527889
2011-04-27,4234.103948509312
2011-04-28,4322.020529403233
2011-04-29,4027.3470623009594
2011-04-30,4035.1929291290307
2011-05-01,4002.9651561353007
2011-05-02,4540.032490501316
2011-05-03,4633.686218180839
2011-05-04,3975.660590661491
2011-05-05,3965.2131058960717
2011-05-06,4265.701308880609
2011-05-07,4639.914090086735
2011-05-08,4756.32804165645
2011-05-09,3894.4780571621477
2011-05-10,3922.8105278987086
2011-05-11,4076.5135914053585
2011-05-12,4074.698879115442
2011-05-13,3920.2478182669247
2011-05-14,3780.2014533387223
2011-05-15,3920.8196822628843
2011-05-16,4622.729838568073
2011-05-17,3776.842227569858
2011-05-18,3936.1963297038837
2011-05-19,5027.016389179495
2011-05-20,3718.1288730931756
2011-05-21,4026.830453665705
2011-05-22,4538.646758368079
2011-05-23,3955.3884419746123
2011-05-24,4134.299094577589
2011-05-25,3997.711320420265
2011-05-26,3865.979164502701
2011-05-27,4195.497869239698
2011-05-28,3872.0012798856337
2011-05-29,3612.0856565943996
2011-05-30,3671.008466085841
2011-05-31,3714.2514909185497
2011-06-01,1293.1342357110132
2011-06-02,1429.0731056683405
2011-06-03,1381.8471345628755
2011-06-04,1558.0820918272452
2011-06-05,2283.030556645602
2011-06-06,1415.2961042716488
2011-06-07,1934.5697152795854
2011-06-08,1513.8722437494046
2011-06-09,1373.6008401440408
2011-06-10,1212.58182104848
2011-06-11,1359.7019114923428
2011-06-12,1334.468788037037
2011-06-13,1140.7426017880584
2011-06-14,1158.1291511902116
2011-06-15,1381.5767344913615
2011-06-16,1855.7375665538343
2011-06-17,1241.1131687298262
2011-06-18,997.9416870154442
2011-06-19,1040.8075214382602
2011-06-20,1451.0447866041727
2011-06-21,990.8771492483638
2011-06-22,1495.5656568000845
2011-06-23,1404.8894211044546
2011-06-24,1173.7726997496052
2011-06-25,1041.5583964272305
2011-06-26,1123.1519071229766
2011-06-27,1272.4855283441698
2011-06-28,934.5218245991806
2011-06-29,1684.9135709840991
2011-06-30,1243.861480518197
2011-07-01,1271.0971422121922
2011-07-02,1325.1211036105335
2011-07-03,1595.9429696622992
2011-07-04,1166.2709382332955
2011-07-05,1322.9419260669856
2011-07-06,949.8196700092878
2011-07-07,1801.9093019885127
2011-07-08,1112.7929785302613
2011-07-09,923.3322170592511
2011-07-10,959.1053697072014
2011-07-11,764.4841381999179
2011-07-12,940.8915699200539
2011-07-13,720.2442412521951
2011-07-14,1274.5377008101473
2011-07-15,1141.666613296649
2011-07-16,818.4233364747097
2011-07-17,990.4582499563612
2011-07-18,993.4144569914137
2011-07-19,767.5497507355345
2011-07-20,924.0452535344432
2011-07-21,976.7433649495213
2011-07-22,901.8154312641286
2011-07-23,806.6967126718723
2011-07-24,748.0981284789084
2011-07-25,870.2150106339245
2011-07-26,802.9713065761161
2011-07-27,1092.7170805690264
2011-07-28,1421.7610260344973
2011-07-29,1206.7534467829457
2011-07-30,914.4855017962565
2011-07-31,750.598970058787
2011-08-01,1172.4778138912293
2011-08-02,1068.7500334383271
2011-08-03,1338.012807090205
2011-08-04,915.4480213259305
2011-08-05,1533.744492398039
2011-08-06,901.256065965136
2011-08-07,698.9936869609942
2011-08-08,723.5784168304128
2011-08-09,980.7578029832403
2011-08-10,692.6999750627647
2011-08-11,1487.9064396115464
2011-08-12,932.580064413811
2011-08-13,810.1979604910462
2011-08-14,825.8854710310422
2011-08-15,725.5217330764194
2011-08-16,509.62413766758436
2011-08-17,665.5947901038687
2011-08-18,1363.4205936764736
2011-08-19,825.01386653952
2011-08-20,1107.9424006858446
2011-08-21,1115.5621209004432
2011-08-22,736.91985897496
2011-08-23,939.7564947283236
2011-08-24,472.25263729012937
2011-08-25,1275.9767684483515
2011-08-26,1224.2724295120388
2011-08-27,865.4717263521075
2011-08-28,788.08563542665
2011-08-29,704.9146093501363
2011-08-30,1110.652641284637
2011-08-31,944.076783956606
2011-09-01,613.0889029704375
2011-09-02,480.4404364153078
2011-09-03,454.982399444249
2011-09-04,1084.596190928201
2011-09-05,670.3153179309076
2011-09-06,817.6047177336392
2011-09-07,695.360383500915
2011-09-08,438.10764035809416
2011-09-09,406.4984368420047
2011-09-10,566.6456459674557
2011-09-11,580.292984706524
2011-09-12,577.3408558968238
2011-09-13,580.6085697273734
2011-09-14,1529.5383897655424
2011-09-15,995.065965112687
2011-09-16,715.2845392264969
2011-09-17,629.4880017757023
2011-09-18,636.1464695773279
2011-09-19,871.0462383074475
2011-09-20,621.7478985811915
2011-09-21,937.6079678222898
2011-09-22,736.936443938321
2011-09-23,1520.2168616941594
2011-09-24,602.1312508260817
2011-09-25,1011.7506828916027
2011-09-26,432.2744474514374
2011-09-27,497.9700574554783
2011-09-28,1412.640353189142
2011-09-29,912.508614067568
2011-09-30,778.4616998596682
2011-10-01,1718.6444538883038
2011-10-02,618.7599698348824
2011-10-03,1008.325371856019
2011-10-04,1044.0498207841893
2011-10-05,1259.1832806648388
2011-10-06,418.206785811887
2011-10-07,619.762239574885
2011-10-08,729.3145042901278
2011-10-09,1252.5086312591163
2011-10-10,770.7472166962502
2011-10-11,1051.9042514780992
2011-10-12,415.245807157939
2011-10-13,572.980460446003
2011-10-14,1142.2197631369402
2011-10-15,605.1723534941455
2011-10-16,654.0630230656196
2011-10-17,1256.755938329773
2011-10-18,480.36949145307665
2011-10-19,518.0184244874383
2011-10-20,421.7709627718078
2011-10-21,1291.9329107456597
2011-10-22,1000.419980972855
2011-10-23,992.0915079839885
2011-10-24,595.1353738946295
2011-10-25,430.1065670536191
2011-10-26,409.1768117105318
2011-10-27,1183.133834867344
2011-10-28,854.3729891454302
2011-10-29,927.3316655996546
2011-10-30,772.5310994486551
2011-10-31,539.4824072679148
2011-11-01,635.6885235160171
2011-11-02,511.834809275074
2011-11-03,500.5837585934446
2011-11-04,1014.5139898652392
2011-11-05,458.2639426070296
2011-11-06,531.7328100622462
2011-11-07,676.8584451745606
2011-11-08,764.6933102242581
2011-11-09,502.6107401432189
2011-11-10,874.601934874604
2011-11-11,814.1945860048697
2011-11-12,1249.4556056405538
2011-11-13,796.9466149278496
2011-11-14,931.0981521003202
2011-11-15,625.8017262358488
2011-11-16,638.7234913040902
2011-11-17,559.3753025177548
2011-11-18,645.9050396494407
2011-11-19,730.5883822394617
2011-11-20,1244.670385851892
2011-11-21,641.6311468381978
2011-11-22,1738.1001207838544
2011-11-23,1019.4477578113751
2011-11-24,953.0830897459174
2011-11-25,852.7981023417799
2011-11-26,811.849463298805
2011-11-27,731.2742309251793
2011-11-28,619.345754646688
2011-11-29,702.5291998689111
2011-11-30,1504.9055175527262
2011-12-01,2257.0777125855707
2011-12-02,2732.0286329273313
2011-12-03,2003.9741594386858
2011-12-04,1956.2988041676106
2011-12-05,2187.651873541906
2011-12-06,2040.1853050308202
2011-12-07,2289.6668517484327
2011-12-08,1987.3115925634627
2011-12-09,1977.8649309803507
2011-12-10,2403.3458877366847
2011-12-11,2966.516841145094
2011-12-12,2465.959427420852
2011-12-13,2536.0545665279033
2011-12-14,2414.7365161577636
2011-12-15,2465.132771284719
2011-12-16,2196.334024606114
2011-12-17,2313.1738104072892
2011-12-18,2926.244223147396
2011-12-19,2444.3692967039747
2011-12-20,2966.4216710981646
2011-12-21,2608.1608354073473
2011-12-22,2647.742039438376
2011-12-23,2547.554427146614
2011-12-24,2865.039547313682
2011-12-25,2985.4334960335827
2011-12-26,2533.505946337564
2011-12-27,2484.6516654944435
2011-12-28,2464.663016046
2011-12-29,2924.4082847856944
2011-12-30,2911.8147105334656
2011-12-31,3973.8099586236985
2012-01-01,2880.713492818599
2012-01-02,2860.0436210856483
2012-01-03,2984.6265543498484
2012-01-04,3026.618784233277
2012-01-05,2919.028072999413
2012-01-06,2828.3478881279957
2012-01-07,3020.8519982424973
2012-01-08,3036.7624639981404
2012-01-09,3058.2191383504905
2012-01-10,3348.9658851407594
2012-01-11,3118.162646182788
2012-01-12,2903.842156709833
2012-01-13,3032.0839650245616
2012-01-14,3145.1194614270003
2012-01-15,3230.9488914639255
2012-01-16,3397.322217791198
2012-01-17,3282.695184544656
2012-01-18,2996.2799928317017
2012-01-19,3089.9783113010176
2012-01-20,3519.4190808675617
2012-01-21,3311.3710246432647
2012-01-22,3427.4369518138988
2012-01-23,3331.77351143654
2012-01-24,3300.5568363416655
2012-01-25,3386.565235236919
2012-01-26,3525.2851493983344
2012-01-27,3506.037840178339
2012-01-28,3838.4167272807276
2012-01-29,3295.793968742415
2012-01-30,3330.512965333251
2012-01-31,3541.1366263699306
2012-02-01,3778.2361741466993
2012-02-02,3876.7938673328867
2012-02-03,3533.689199051124
2012-02-04,3361.6306650810275
2012-02-05,3581.933018095832
2012-02-06,3836.6400554380953
2012-02-07,3741.5782026238453
2012-02-08,3938.9234070973416
2012-02-09,4200.171558131217
2012-02-10,3766.446470135061
2012-02-11,3723.3737196771926
2012-02-12,3664.1996822129
2012-02-13,3619.782839732346
2012-02-14,3614.8000363844153
2012-02-15,3755.618462882489
2012-02-16,4265.274025373742
2012-02-17,4143.350125624489
2012-02-18,3842.441378359791
2012-02-19,4895.10303147943
2012-02-20,3853.6689656566327
2012-02-21,4464.935531193241
2012-02-22,4606.759630542415
2012-02-23,4168.231473052204
2012-02-24,3903.9222053437256
2012-02-25,3979.275465012893
2012-02-26,4129.52303746249
2012-02-27,3852.8351436834905
2012-02-28,3914.3120991137034
2012-02-29,3917.108822049643
2012-03-01,4292.63084411203
2012-03-02,4556.080298038137
2012-03-03,4381.138670294499
2012-03-04,4499.782754392358
2012-03-05,4022.5695504527334
2012-03-06,4116.795572626595
2012-03-07,4143.383930020883
2012-03-08,4346.4304978940445
2012-03-09,4084.112614608631
2012-03-10,4535.1890686965135
2012-03-11,4813.573430636143
2012-03-12,4400.380645906025
2012-03-13,4173.88896671991
2012-03-14,4094.1796699900146
2012-03-15,4071.123837743046
2012-03-16,3988.0292209369604
2012-03-17,4234.172087239686
2012-03-18,4227.685470639368
2012-03-19,4575.002797906067
2012-03-20,4175.99819810489
2012-03-21,4268.476655098802
2012-03-22,4392.5417413409095
2012-03-23,4461.5424303851205
2012-03-24,4549.505896813425
2012-03-25,4373.456318394075
2012-03-26,4091.837613143473
2012-03-27,4443.422988372525
2012-03-28,4189.41783389095
2012-03-29,4764.987287873839
2012-03-30,4338.473536926064
2012-03-31,4399.418070328846
2012-04-01,5557.273183998155
2012-04-02,4567.501352434629
2012-04-03,4440.148453629318
2012-04-04,4295.830040231476
2012-04-05,4101.744543158084
2012-04-06,4275.050480012362
2012-04-07,4148.5104738630425
2012-04-08,4964.0278347699905
2012-04-09,4429.254753777613
2012-04-10,4726.814997328233
2012-04-11,4174.096566804898
2012-04-12,4138.755156755734
2012-04-13,4494.714630734772
2012-04-14,4111.293822474615
2012-04-15,4185.035851941662
2012-04-16,4953.323881114072
2012-04-17,4179.047105892058
2012-04-18,4015.9579430155177
2012-04-19,3977.224703990122
2012-04-20,3989.0047374502265
2012-04-21,4683.167055614526
2012-04-22,4106.998061479945
2012-04-23,5413.414178757359
2012-04-24,4788.268832131297
2012-04-25,5032.673972535593
2012-04-26,4529.740027805994
2012-04-27,4355.607020487658
2012-04-28,3996.6140099066497
2012-04-29,4153.48709573193
2012-04-30,4356.013985670073
2012-05-01,4441.6355452438565
2012-05-02,3899.520594288754
2012-05-03,4054.8326005299855
2012-05-04,4067.537139764551
2012-05-05,4043.660077096103
2012-05-06,3858.757243707772
2012-05-07,4788.86231246201
2012-05-08,3973.860791029394
2012-05-09,3821.802773901553
2012-05-10,4758.902480153517
2012-05-11,4558.996035726249
2012-05-12,4001.595810053579
2012-05-13,3840.323154703477
2012-05-14,3663.8188478519023
2012-05-15,4062.4951488732277
2012-05-16,3773.931068394201
2012-05-17,3867.9575203729382
2012-05-18,4555.215421567027
2012-05-19,3704.702610404003
2012-05-20,3954.2272057403234
2012-05-21,4037.8441307396915
2012-05-22,4206.189471306481
2012-05-23,3733.068439912811
2012-05-24,3687.94385261049
2012-05-25,3661.973724485722
2012-05-26,3800.2532717688605
2012-05-27,4227.918705749313
2012-05-28,3588.182611648659
2012-05-29,3315.7875164291654
2012-05-30,3894.0378473438986
2012-05-31,3605.1172505460586
2012-06-01,1529.006078100962
2012-06-02,1107.1455846198864
2012-06-03,1243.3083426697683
2012-06-04,1604.4277582470172
2012-06-05,1116.374723094395
2012-06-06,1474.3779484431218
2012-06-07,1321.8710644596176
2012-06-08,1167.089544037884
2012-06-09,1146.5829983042972
2012-06-10,1107.529179380234
2012-06-11,1315.1245893026444
2012-06-12,1338.4681158430897
2012-06-13,1196.5485037993246
2012-06-14,1067.1229664281816
2012-06-15,1392.0171245724434
2012-06-16,1549.9093478021455
2012-06-17,1436.2384168256872
2012-06-18,2104.50986850279
2012-06-19,1187.6286165372976
2012-06-20,1720.1356986210812
2012-06-21,1075.226442787593
2012-06-22,1040.5480981598319
2012-06-23,1231.416802654137
2012-06-24,1810.2614468742836
2012-06-25,1111.8286832075246
2012-06-26,910.4453841362049
2012-06-27,1448.4543968076184
2012-06-28,1136.2075671383495
2012-06-29,1230.549367087204
2012-06-30,979.8386938199237
